Name, Identification Number,Country Code,Mutation,Disorder,Professional Exposure,Gender,Age,Age At Diagnosis,Age Of Death,Physician
Joe Periera,4283144570605,NZ,ACAA1,Lissencephaly,,F,45,45,45,Theodore Kincer
Wilma Terrones,1247058510184,FI,FDXR,Fetal Alcohol Spectrum Disorder;Alcohol Dependence Hangover,Hydrogen sulfide,F,45,45,100,Olin Daugherty
Cinthia Lichtman,1137155563387,FI,C1orf64,Soft Palate Cancer;Hypophosphatasia;Gastrointestinal System Disease Show all 4,Diesel exhaust,M,45,45,100,Suzann Spafford
Edgardo Karst,5675223407747,FI,CYP3A5,Coffin-Lowry Syndrome,Chromium,F,45,45,100,Lyman Slavin
Cassi Camacho,8530887217317,RU,C3orf58,Osteoporosis,Arsenic,F,45,45,100,Josefine Villeneuve
Caroline Regan,6078157533826,RU,AANAT,Hyperargininemia;Recessive Dystrophic Epidermolysis Bullosa;Quadriplegia,Arsenic,M,45,45,100,Roxane Digby
Terrance Ormond,6834023286348,NR,GLMN,Retinitis Pigmentosa 17;Herpangina;Ca4-Related Retinitis Pigmentosa,Diesel exhaust,F,45,45,100,Ronna Tickle
Marta Mccammon,3801611022766,FI,CSAG2,Acute Myeloid Leukemia,,M,45,45,100,Elfreda Ryan
Ruthe Dazey,6538174717423,MW,KCNJ8,C1S Deficiency;Acquired Angioedema;Capillary Leak Syndrome,,F,45,45,100,Marlys Brevard
Merrilee Girton,8001740128814,GY,ARHGDIA,Burkitts Lymphoma Supravalvular Aortic Stenosis,,M,45,45,100,Vada GlickErma Rybak
Genna Worster,0307854158321,NC,HGFAC,Lysosomal Acid Phosphatase Deficiency,Methylene chloride,F,45,45,45,Leland Catalan
Nidia Schaub,8636743215562,FI,BSCL2,Phencyclidine Abuse;Sleeping Sickness;Trypanosomiasis,,F,45,45,100,Krissy Dow
Page Blanke,8013114652555,IQ,ENSG00000228712,Primary Hyperoxaluria,,M,45,45,100,Anjelica Danford
Jim Fabre,7376123436225,FI,GOLGA2,Dermatitis;Atopic 6;Atopic Dermatitis Dermatitis,Formaldehyde,F,45,45,100,Teresa Tinkham
Lupita Peachey,4715851860446,FI,ENSG00000225141,Melanoma,Metals toxic,F,45,45,45,Donald Silvia
Nena Bosworth,7601020131770,HM,GLRB,Coronary Artery Aneurysm,,F,45,45,100,Lilla Schreffler
Alejandra Walkes,8756176034868,US,FCN2,Congenital Stationary Night Blindness;Type 2B;Autosomal Recessive;Retinal Disease,Asphalt fumes,F,45,45,100,Janey Hayslip
Almeda Shoults,8512527884816,FI,COX16,Balanitis Xerotica Obliterans;Balanitis Thymic Hyperplasia,,F,45,45,100,Lucie Farnsworth
Tiana WillertRashad Bull,7766627544370,CN,ATXN3,Leber Congenital Amaurosis 4;Aipl1-Related Leber Congenital Amaurosis;Aipl1-Related Retinitis Pigmentosa,,M,45,45,45,Yuko Tapia
Venice Lakey,8102212361772,KW,ARMC5,Acute Myeloid Leukemia,Asphalt fumes,F,45,45,100,Adriana Nease
Rolande Troncoso,6314608285034,US,IL31,Acute Stress Disorder,13-Butadiene,M,45,45,100,Shavon Muma
Wendell Willaims,5228356148317,SJ,AC079586.1,Thyroid Adenoma;Precocious Puberty Show all 4,Beryllium,M,45,45,45,Cathleen Wilmoth
Jodee Miyamoto,3101758482485,RU,F2RL2,Blue Color Blindness Color Blindness,Lead,F,45,45,100,Annmarie Mcnelly
Rafael Alderson,5728853113212,US,CCL5,Dermatitis;Atopic 7 Dermatitis,Lead,F,45,45,45,Doreen Mcbean
Gracie Test,7176630465665,US,CALY,Asphyxiating Thoracic Dystrophy,13-Butadiene,F,45,45,100,Carter Bergman
Tyron Hakes,5610830706710,US,GATA2,Retinal Vasculitis Rheumatic Disease,,F,45,45,100,Melida Donaldson
Cora Pond,3244826668180,US,ALS2CL,Alzheimer Disease 12 Alzheimers Disease,Lead,F,45,45,100,Jon Hardaway
Hermelinda Faw,0116112152322,ZA,LBX2,Ichthyosis;Congenital;Autosomal Recessive 7,,M,45,45,100,Pamala Delmont
Jamie Glick,4564027234074,FI,EIG5,Childhood Leukemia,,M,45,45,100,Lezlie Anderton
Theresia Mungo,8333014067335,FI,ITGA4,Congenital Disorder Of Glycosylation Type Ii;Congenital Disorder Of Glycosylation Type 1I Myasthenia;With Tubular Aggregates 1,Chromium,M,45,45,45,Roscoe Castille
Tyron Leija,6014071308088,CH,DNAJB12,Acute Lymphoblastic Leukemia;Lymphoblastic Leukemia Skeletal Muscle Regeneration,,F,45,45,100,Shirleen Schrom
Sage Amavisca,5800118784682,DK,BACE1,Acute Mountain Sickness;Placenta Accreta;Polycystic Kidney Disease;Type 1,Lead,M,45,45,100,Zora Estes
Gerard Rodriquez,3483478416686,BO,DGCR2,Aneurysm;Familial Abdominal 3 Aneurysm,Chromium,M,45,45,100,Sharleen Caswell
Donnetta Doonan,0744407073006,US,IL17RD,Systemic Lupus Erythematosus;Association With;Lupus Erythematosus Show all 4,Asphalt fumes,F,45,45,100,Leena Harm
Gena Wooding,0481274503507,FI,CFLAR,Neisseria Meningitidis Infection;C6 Deficiency;Combined C6/c7 Deficiency,Beryllium,M,45,45,100,Liza Aubin
Janelle Muhammad,5738082867685,FI,FANCL,Alcohol Dependence Fetal Alcohol Syndrome,,F,45,45,100,Johanna Cournoyer
Lauryn Deputy,0817260753863,US,KIAA1377,Keratoderma;Palmoplantar;Punctate Type Ia;Keratoderma Palmoplantar Keratosis,Formaldehyde,F,45,45,100,Jodee Miyamoto
Suzanna Amar,4161780233246,TR,AIM2,Fanconi Anemia;Complementation Group D1;Breast-Ovarian Cancer;Familial;2;Glioblastoma 38,,M,45,45,100,Julianna Brownson
Liliana Mckean,8558700157374,US,ATP5G3,Nephrosclerosis;Malignant Hypertension;Choroid Plexus Carcinoma,,F,45,45,100,Amparo Hamp
Mirna Cervantez,1416611534673,IO,CDH23,Colon Cancer,,F,45,45,100,Felicia Macken
Luna Oloughlin,7110374138286,MM,B4GALT6,Retinal Vasculitis Rheumatic Disease,Methylene chloride,M,45,45,45,Donnetta Doonan
Jennie Matus,7356360451866,FI,DNAAF1,Alport Syndrome;Mental Retardation;Midface Hypoplasia;And Elliptocytosis,Methylene chloride,F,45,45,100,Devorah Fregoso
Leena Harm,5231742835656,FI,DPAGT1,Mitochondrial Complex V Deficiency;Nuclear Type 1;Mitochondrial Complex V Deficiency Mitochondrial Complex V Deficiency;Nuclear Type 3,,F,45,45,100,Jack Hungerford
Imelda Mciver,5685468254020,BB,IFNA16,Borjeson-Forssman-Lehmann Syndrome,,M,45,45,45,Luisa Spainhour
Bryant Kujawa,2304306017752,RU,LAD1,Anisometropia Amblyopia,Lead,M,45,45,45,Cheryl Lyvers
Wynona Doby,1131563600120,FI,FSHMD1A,Spindle Cell Hemangioma,,F,45,45,100,Luana Villano
Fonda Millington,3578014203157,FI,CHEK2,Laryngitis,,M,45,45,100,Tilda Gulledge
Tilda Gulledge,0210077267043,CI,INTS10,Hypermethioninemia;Purine Nucleoside Phosphorylase Deficiency;Adenosine Deaminase Deficiency Show all 4,Toluene,M,45,45,45,Darci Pleas
Winter Weisser,1828448830585,US,DDIT4L,Methylmalonic Aciduria And Homocystinuria Type Cble;Methylmalonic Aciduria And Homocystinuria Type Cblg;Megaloblastic Anemia-1;Norwegian Type,,F,45,45,100,Lonna Shehane
Vikki Chaney,1011322682641,US,CDK11A,Mitochondrial Dna Depletion Syndrome 7;Ophthalmoplegia;Hereditary Ataxia,Toluene,F,45,45,100,Claris Blackwelder
Naida Gosney,0136754273718,US,FMO5,Acute Lymphoblastic Leukemia;Lymphoblastic Leukemia Skeletal Muscle Regeneration,Metals toxic,M,45,45,45,Lynell Degen
Afton Calnan,1675052213356,CF,EGOT,Agammaglobulinemia 4;Anthrax Disease;Acute Lymphoblastic Leukemia,,M,45,45,100,Luetta Ta
Naida Gosney,8310341321064,US,IBD11,Bipolar I Disorder Mood Disorder,,F,45,45,100,Tiffany Wanamaker
Lakiesha Tillmon,0734006022245,FI,B4GALT1,Bard1-Related Susceptibility To Breast Cancer;Ovarian Cancer,Diesel exhaust,F,45,45,100,Ninfa Jeon
Shalanda Stutz,5065827587534,ML,DHS,C4B Deficiency;Sle Susceptibility;Complement Component 4;Partial Deficiency Of,Toluene,M,45,45,100,Beatrice Brice
Nicki Nevers,8122764833056,US,BNIP1,Breast Cancer;11:22 Translocation Associated Breast Cancer,Diesel exhaust,F,45,45,100,Abe Miranda
Mariette Zeolla,0813616241817,CZ,CNTNAP1,Mitochondrial Dna Depletion Syndrome 7;Ophthalmoplegia;Hereditary Ataxia,Diesel exhaust,M,45,45,100,Claire Urias
Jack Hungerford,5276501536028,PF,IHPS3,Ehlers-Danlos Syndrome Dermatosparaxis Type Anosognosia,,F,45,45,100,Glenna Schrimsher
Carletta Houde,2123471527423,DK,IFNGR1,Hypercarotenemia And Vitamin A Deficiency;Autosomal Dominant Carotid Artery Occlusion,,M,45,45,45,Lashaunda Akin
Simone Schumacher,3842505265887,NF,FOXA2,Amebiasis;Deafness;Digenic;Gjb2/gjb3;Autosomal Recessive 93 Show all 4,,F,45,45,100,Winnie Elliston
Gertie McmonagleWayne Passman,2483500260434,PR,ENGASE,Acetyl Coa Acetyltransferase 2 Deficiency;Thiolase Deficiency;Beta-Ketothiolase Deficiency Show all 4,,M,45,45,45,Delisa Sorenson
Takako Mims,8325126617317,HM,CA8,Colonic Pseudo-Obstruction;Gastroschisis;Wernicke-Korsakoff Syndrome,Formaldehyde,M,45,45,100,Jon Hardaway
Earlie Mcray,6442315074666,CY,ICAM5,Alzheimer Disease-7 Alzheimers Disease,13-Butadiene,F,45,45,100,Afton Calnan
Ute Bufkin,4020668781278,MZ,CIDEC,Peroxisomal Disease,,F,45,45,100,Cecil Chiles
Reggie Tibbetts,3184620627023,US,HTR7,Skeletal Muscle Regeneration,13-Butadiene,F,45,45,100,Devora Lewey
Courtney Capozzoli,0571011535085,PK,GLI3,Colon Cancer,,F,45,45,100,Bertram Blumenfeld
Pamala Delmont,1516681420173,US,AVIL,Chronic Lymphocytic Leukemia;Mental Retardation;X-Linked Mental Retardation,Toluene,M,45,45,100,Annmarie Mcnelly
Genie Kolman,1457242360548,SO,FGF20,Male Infertility Due To Acrosin Deficiency Globozoospermia,Arsenic,F,45,45,100,Barry Almquist
Maisie Matinez,6751206410033,HK,HES1,Bmpr1A-Related Juvenile Polyposis;Juvenile Polyposis Of Infancy;Hereditary Mixed Polyposis Syndrome 2,Solvents,M,45,45,100,Elisha ModlinKathleen Lavoie
Deadra Yao,3554754171305,FI,ANIB5,Seizures;Benign Familial Infantile;4,Beryllium,F,45,45,100,Yuko Tapia
Julianna Brownson,7353315063847,VE,CD33,Asthma,Solvents,F,45,45,100,Selene Mcgavock
Stephan Saleh,3123131621156,US,CASQ1,Autism Susceptibility 5,,M,45,45,100,Krissy Dow
Maximina Cefalu,3168057153720,AO,CD6,Retinitis Pigmentosa With Or Without Situs Inversus;Retinitis Pigmentosa 2;Retinitis Pigmentosa 66,,M,45,45,100,Lahoma Laverriere
Cecil Chiles,6014327458874,SL,CYBA,Spinocerebellar Ataxia Type10;Spinocerebellar Ataxia Type 10;Ataxia Show all 4,,M,45,45,100,Magda Edmund
Rona Redner,1263823755436,US,DFNB59,Defective Apolipoprotein B-100,Chromium,F,45,45,100,Jacquelynn Rosendahl
Stefania Sigler,8703552143367,FI,ANGPTL3,Mucopolysaccharidoses;Morquio Syndrome B Sly Syndrome,,F,45,45,45,Audra Spore
Krissy Dow,3046316174536,PN,DDX11,Nager Acrofacial Dysostosis,,F,45,45,100,Rona Redner
Aja Deane,4210721156587,US,ALOX5AP,Breast And Colorectal Cancer Colorectal Cancer,,F,45,45,100,Imelda Mciver
Estell Heidrick,4652766013058,KE,DNAJC12,Hepatitis B;Hepatitis Liver Cirrhosis,,F,45,45,100,Tilda Gulledge
Dannie Pantano,3625620110401,FI,IQSEC2,Human T-Cell Leukemia Virus Type 1,,F,45,45,100,Otelia Vreeland
Brenda RubinoJona Goldsmith,2344383642826,US,CENPCP1,Ureterolithiasis Canavan Disease,Metals toxic,F,45,45,100,Tristan Pannone
Margret Bostic,2586327811387,QA,GNB4,Neuropathy;Hereditary Sensory;Type If;Spastic Paraplegia 3A;Spastic Paraplegia 3 Show all 4,Hydrogen sulfide,F,45,45,100,Young Meriwether
Afton Calnan,7515887838270,FI,FBXO2,C1Q Deficiency;Glomerulonephritis;Trypanosomiasis,Beryllium,F,45,45,100,Annmarie Mcnelly
Alina Finneran,4587417840574,US,EDA,MHC,,M,45,45,100,Morton Salazar
Alanna Blanton,3602550704207,FI,CDAN1,Nor Polyagglutination Syndrome,,M,45,45,100,Lavonne Rosebrook
Cletus Fann,7080287771067,YE,DPM2,Multilocular Clear Cell Renal Cell Carcinoma;Hand;Foot And Mouth Disease;Clear Cell Renal Cell Carcinoma Show all 4,Methylene chloride,M,45,45,100,Kellee Bayley
Merrilee Girton,8152017504083,US,COLCA2,Akinetic Mutism;Ketothiolase Deficiency;Mutism Show all 4,Solvents,M,45,45,100,Mariella Stermer
Marielle Pietrowski,4201252246876,FI,ARHGDIA,Retinitis Pigmentosa 19;Cone-Rod Dystrophy 3;Scotoma,,M,45,45,100,Alejandra Walkes
Carter Bergman,1744675748356,RU,CPSF3L,Leukemia;Philadelphia Chromosome-Positive;Resistant To Imatinib;Chronic Myeloid Leukemia;Precursor T-Cell Acute Lymphoblastic Leukemia,Asphalt fumes,M,45,45,100,Wilma Terrones
Wilson Peaslee,5812510234025,US,CEP152,Breast Cancer,Hydrogen sulfide,F,45,45,100,Victoria Dame
Arminda Manley,4666838564783,US,KRTAP17-1,Sideroblastic Anemia Acquired;Pyridoxine-Responsive Sideroblastic Anemia,Asphalt fumes,M,45,45,100,Al Agnew
Sharen Baran,0347133873832,UG,ANGPT1,Body Dysmorphic Disorder,,F,45,45,100,Blake Gladding
Olin Drye,7156115563704,US,CYP26A1,Atrial Septal Defect 1,,F,45,45,45,Bart Trott
Jeffie Feltmann,3244853153008,US,B3GAT3,Breast Adenoma,,M,45,45,100,Ruthe Dazey
Herb Leland,0646277345266,LI,HLA-DRB2,Retinitis Pigmentosa 54;C2Orf71-Related Retinitis Pigmentosa Retinitis Pigmentosa,,M,45,45,100,Jennell Cupit
Collin Sansom,2538361012356,HR,FANCD2,Bardet-Biedl Syndrome 3;Retinitis Pigmentosa 55,,F,45,45,100,Reed Ehlert
Foster Hickox,3532043330166,DK,KRT75,Anal Sphincter Dysplasia,,M,45,45,100,Adell Segarra
Ellan Klopfenstein,3430303281330,IT,FN3K,Acetyl Coa Acetyltransferase 2 Deficiency;Thiolase Deficiency;Beta-Ketothiolase Deficiency Show all 4,,F,45,45,100,Luanne Turk
Inez Huggins,3441710123315,NZ,DPP9,Bornholm Eye Disease,,F,45,45,100,Sol Loper
Noelle Goley,8281274481527,NO,IL31,Mutism,,F,45,45,100,Mirna Cervantez
Gilberte Neville,2138478644512,US,ELP3,Chrondrodysplasia;Acromesomelic;With Genital Anomalies;Pulmonary Hypertension;Brachydactyly Type A2,Diesel exhaust,F,45,45,100,Estela Stricker
Lesia Messing,2683827347440,FI,IFNAR2,Atopic Dermatitis Hepatitis C Virus,Asphalt fumes,F,45,45,100,Estela Stricker
Noelia Quint,0561441855855,US,CD320,Spondyloenchondrodysplasia With Immune Dysregulation;Pigmented Villonodular Synovitis,,F,45,45,45,Darci Pleas
Felecia Violette,1671227731467,US,FLT4,Retinitis Pigmentosa 2 Retinitis Pigmentosa,,F,45,45,45,Carleen Hough
Leena Stoneking,2057041807051,MD,LDHB,Bruck Syndrome 1,,F,45,45,100,Rodger Luongo
Mariette Zeolla,7402685048100,GH,ALG8,Sideroblastic Anemia Acquired;Pyridoxine-Responsive Sideroblastic Anemia,,M,45,45,100,Lashawnda Reaux
Jeremy Biel,0647337367733,TV,ASMT,Obstructive Lung Disease;Myocardial Stunning;Angina Pectoris,,F,45,45,100,Georgetta Chynoweth
Nathanial Mungin,0022676743035,SY,KIR3DL1,Spinal Muscular Atrophy;Lower Extremity-Predominant;2;Ad;Lower Extremity-Predominant 1;Ad Proximal Spinal Muscular Atrophy,Arsenic,M,45,45,45,Rico Kyllonen
Shari Amezquita,8005305516071,AE,FNTB,Multifocal Choroiditis;Age-Related Macular Degeneration 8,,F,45,45,45,Jamison Murden
Terrance Ormond,6827083656667,TJ,CORD8,Dermatitis;Atopic 5;Atopic Dermatitis Dermatitis,,F,45,45,100,Nyla Rolle
Lashaunda Akin,1554320272228,GS,FABP5,Spinal Muscular Atrophy;Lower Extremity-Predominant;2;Ad;Lower Extremity-Predominant 1;Ad Proximal Spinal Muscular Atrophy,Lead,M,45,45,100,Mellie Suydam
Asley RaffaeleRosamaria Leyden,2857441324280,FI,CTRC,Systemic Lupus Erythematosus;C4B Deficiency;Sle Susceptibility Show all 4,,F,45,45,100,Adolph Kerwin
Roberta Quezada,4743538663710,TN,BANK1,Glomerulosclerosis;Focal Segmental Glomerulosclerosis;Nephrotic Syndrome Type 3,,M,45,45,45,Aleshia Daw
Aretha Newlin,1002117826006,IR,DCN,Apolipoprotein A-Ii Deficiency;Familial Renal Amyloidosis Due To Apolipoprotein Aii Variant;Familial Hyperlipidemia,,M,45,45,100,Gaylene Mcneese
Layne Swearngin,2127351614856,TJ,FIG4,Polyhydramnios;Priapism;Dysferlinopathy,Beryllium,M,45,45,100,Shavon Muma
Irena Fabrizio,4315758535007,US,GDF5,Spindle Cell Hemangioma,,F,45,45,100,Michael Sustaita
Krissy Dow,0858462676588,AD,KLK10,Alzheimers Disease Myositis,,F,45,45,100,Joyce Harder
Boyce Filler,4350086460143,KI,CLEC11A,Keratoconus,,M,45,45,45,Cassy Stermer
Louetta Bonds,4673580054171,FI,CUBN,Mental Retardation;Autosomal Dominant;28,,M,45,45,100,Chang Leclair
Elin Lemieux,5378387048605,FI,EDN2,MHC,Asphalt fumes,M,45,45,100,Sharleen Caswell
Fonda Millington,4408103224842,AW,KCNN3,Erythrocytosis Due To Bisphosphoglycerate Mutase Deficiency,,M,45,45,100,Chelsea Pietsch
Byron Balke,7554584454326,YE,BAK1,Deafness Onychodystrophy Osteodystrophy And Mental Retardation Syndrome;Pigmented Villonodular Synovitis Villonodular Synovitis,,M,45,45,100,Maida SpiekerBridget Greenwell
Roxane Digby,1727584454070,NE,DEL5Q12,Sporadic Breast Cancer,,M,45,45,100,Miki Poindexter
Dominick Bird,6823735408410,BV,ADM,Age-Related Hearing Impairment 2,Metals toxic,F,45,45,100,Rosio Sivils
Elmo Quaranta,5306700538377,NF,CELIAC2,Sporadic Breast Cancer,,M,45,45,100,Janey Hilgefort
Mirna Cervantez,0243638658042,US,CDKAL1,Adenoma;Inferior Myocardial Infarction Lung Adenoma,Beryllium,M,45,45,100,Eusebia Romans
Julianna Brownson,5071027685508,US,CDAN3,Barretts Esophagus;Barrett Esophagus/esophageal Adenocarcinoma Adenocarcinoma,,F,45,45,45,Jacquelynn Rosendahl
Mitchel Lemley,6104371266832,AM,GRIA4,Acute Lymphoblastic Leukemia Lymphoblastic Leukemia,Formaldehyde,F,45,45,100,Nena Bosworth
Delisa Sorenson,6018283225675,RU,CD53,Benign Mammary Dysplasia;Colorectal Cancer;Telangiectasis,,M,45,45,45,Sheilah Kinzer
Janelle Muhammad,8564460042674,CO,IRS1,Alkaline Phosphatase;Plasma Level Of;Qtl 2,Diesel exhaust,F,45,45,100,Elin Lemieux
Renea Moreira,3573702645448,FI,COX17,Gastrointestinal Lymphoma,,M,45,45,100,Genie Kolman
Maryln Galyean,4657166501236,US,EGLN1P1,Retinitis Pigmentosa 17;Herpangina;Ca4-Related Retinitis Pigmentosa,Metals toxic,M,45,45,100,Alfonso Widmer
Reggie Conry,7112815414480,FI,DNASE2B,Lcad Deficiency;Fatty Acid Oxidation Disorders Hypoglycemia,,F,45,45,100,Luisa Spainhour
Lauretta Depriest,3481142286665,US,GIPR,Glycine N-Methyltransferase Deficiency;Malaria;Mucolipidosis Ii,,M,45,45,100,Shira Zeledon
Kristopher Tingley,0487636765530,LA,FUT7,Bardet-Biedl Syndrome 4;Bbs4-Related Bardet-Biedl Syndrome,13-Butadiene,M,45,45,100,Prudence Mccorvey
Luana Villano,4677737420325,US,AMFR,Spastic Paraplegia 17;Bscl2-Related Neurologic Disorders/seipinopathy;Congenital Generalized Lipodystrophy Type 2,Solvents,F,45,45,100,Nu Clifford
Tiny Habib,4060400234258,FI,CLEC16A,Polymicrogyria;Bilateral Occipital,,F,45,45,100,Jodee Miyamoto
Adriana Helt,7450771760803,FI,FGF17,Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain And Eye Anomalies;Type A;11;12;1 Show all 4,Metals toxic,M,45,45,100,Detra Melanson
Al Agnew,5086411707666,PS,A1CF,Delayed Sleep Phase Syndrome;Adolescent Idiopathic Scoliosis;Pineocytoma,,F,45,45,100,Victoria Dame
Una Castiglione,4523452163485,GI,COMMD1,Rigidity And Multifocal Seizure Syndrome;Lethal Neonatal;Breast Cancer Ataxia Telangiectasia,,M,45,45,100,Takako Mims
Luana Villano,0204287621001,BR,CA2,Meningococcemia;Stenotrophomonas Maltophilia;Bacteremia,Formaldehyde,M,45,45,45,Emelina Kappler
Olympia Carmack,7167453704724,CZ,IBD20,Mental Retardation;Autosomal Dominant;28,Hydrogen sulfide,M,45,45,100,Keeley Gorney
Margherita Ramsden,8381002410672,UA,FOXP3,Gastrointestinal Lymphoma,Solvents,F,45,45,100,Bradford Hugley
Dominga Schuldt,8226115007188,FI,CENPV,3 Methylglutaconic Aciduria Type I Leigh-Like Syndrome,,M,45,45,100,Cassy Stermer
Afton Calnan,0511657221438,GE,EEF1A2,Type 2 Diabetes Mellitus,Arsenic,F,45,45,100,Bernadine Leis
Modesto Lonergan,8843885682471,FI,GPHA2,Hordeolum,,M,45,45,100,Maida SpiekerBridget Greenwell
Monroe Dewall,8270424435413,JP,DUS2,Bag3-Related Myofibrillar Myopathy;6;Cardiomyopathy;Dilated;1Hh,,M,45,45,100,Phillis SolizCrissy Mcclinton
Lashunda Porta,3516010785534,BF,CRTAC1,Breast Cancer,Beryllium,M,45,45,100,Pamala Delmont
Martine Modeste,8736207412584,US,HOXB7,Colon Cancer,Diesel exhaust,F,45,45,100,Racquel Dragoo
Thora Muncie,2185225124600,NO,AAA1,Joubert Syndrome 8;Arl13B-Related Joubert Syndrome;Asphyxiating Thoracic Dystrophy,,F,45,45,100,Boyce Filler
Leigha Donnell,8713410232443,LB,EPAS1,Amebiasis;Deafness;Digenic;Gjb2/gjb3;Autosomal Recessive 93 Show all 4,Asphalt fumes,M,45,45,100,Una Castiglione
Hallie Englund,5330655881824,UA,ENSG00000230279,Acute Mountain Sickness;Placenta Accreta;Polycystic Kidney Disease;Type 1,Hydrogen sulfide,M,45,45,100,Kaycee Foye
Claris Blackwelder,7851374633631,MS,CLDN5,Mental Retardation;Autosomal Recessive;37 Plexiform Neurofibroma,,M,45,45,100,Edgardo Karst
Beatriz Ranger,6375802672267,FI,APMR1,Aica-Ribosiduria Due To Atic Deficiency,,F,45,45,100,Jeraldine Ipock
Yuko Tapia,1184128458328,US,ASPG3,Cutaneous Lupus Erythematosus;Subacute Cutaneous Lupus Erythematosus;Glomerulonephritis,Solvents,M,45,45,100,Clora Faulk
Lakiesha Via,2152284253458,SV,C2,Glycine N-Methyltransferase Deficiency;Malaria;Mucolipidosis Ii,Formaldehyde,F,45,45,100,Hai Sholes
Afton Calnan,1685414310746,CW,CLVS1,Breast Cancer Melanoma,Chromium,F,45,45,100,Chang Leclair
Jere Sakata,6627736127773,TC,AASTH22,Lysosomal Acid Phosphatase Deficiency,Toluene,F,45,45,100,Rosalie Sellers
Deadra Yao,5014375084476,FI,CIHL,Abdominal Aortic Aneurysm;Spina Bifida Vascular Disease,Lead,M,45,45,100,Lezlie Bierce
Leonie Flach,0875518770258,GE,GALNT3,Mutagen Sensitivity;Resistance To Bleomycine In The Treatment Of Testicular Cancer;Alzheimers Disease Show all 4,Chromium,M,45,45,100,Kathey Bolton
Gertie McmonagleWayne Passman,5365575610270,BI,IL10RA,Chrondrodysplasia;Acromesomelic;With Genital Anomalies;Pulmonary Hypertension;Brachydactyly Type A2,Methylene chloride,M,45,45,100,Elton Fisch
Francisco Papadopoulos,1871580745130,AW,ATOH7,Composite Lymphoma,Beryllium,M,45,45,100,Honey Mcarthur
Enola Fleenor,6528120444708,BG,ADCY8,Arrhythmogenic Right Ventricular Dysplasia 6,,F,45,45,45,Estell Hirt
Isiah Campa,5402360020618,KG,EYA1,Ovarian Dysgenesis 2;Premature Ovarian Failure 4;Polycystic Ovary Syndrome,Chromium,M,45,45,100,Jeraldine Ipock
Cassi Camacho,1107721570454,RW,CCL24,C9 Deficiency;Primary Amebic Meningoencephalitis,,F,45,45,100,Roscoe Castille
Hayley Pickrell,1023841251787,US,AASTH9,Partial Fetal Alcohol Syndrome;Farber Lipogranulomatosis Show all 4,Arsenic,F,45,45,100,Joan Everitt
Lidia Pilon,3017033706761,US,COPD18,Male Infertility Infertility,Diesel exhaust,M,45,45,100,Martine Modeste
Arminda Manley,7627667005404,US,GOLGA2,MHC,,F,45,45,45,Venice Lakey
Trudi Noonan,7623416881425,RU,CENPJ,Urinary Schistosomiasis;Succinic Semialdehyde Dehydrogenase Deficiency;Intermediate Charcot-Marie-Tooth Neuropathy,Methylene chloride,F,45,45,100,Wilma Terrones
Al Hardaway,3300153087078,CK,FADS1,Bardet-Biedl Syndrome 1;Bbs1-Related Bardet-Biedl Syndrome,Formaldehyde,F,45,45,100,Palmer Blow
Yuko Tapia,0028353523451,US,KCNJ8,Balanitis Xerotica Obliterans;Balanitis Thymic Hyperplasia,,F,45,45,45,Margherita Ramsden
Frederic Hottle,8055715112682,NI,CEP19,Nestor-Guillermo Progeria Syndrome;Familial Partial Lipodystrophy;Mandibuloacral Dysplasia,13-Butadiene,M,45,45,100,Moshe Rames
Iesha Mcmahon,5337526416878,DJ,CHGA,Leukemia;Acute Lymphocytic 1,,M,45,45,100,Shelba Neely
Nettie Raub,5746503550802,ZA,AASTH42,Spindle Cell Hemangioma,Hydrogen sulfide,M,45,45,100,Dannielle Heffley
Tula Hanzlik,6684355411852,US,FFAR4,Asperger Syndrome Susceptibility 4,,M,45,45,100,Marybeth Patti
