Name, Identification Number,Country Code,Mutation,Locus,Disorder,Professional Exposure,Professional Exposure Time, Gender,Age,Age At Diagnosis,Age Of Death,Physician
Courtney Capozzoli,8120358122713,SH,KRT31,Early Infantile,7q21.11,Chromium,45,M,45,45,100,Orville Stainback
Violeta Allsup,2577136751871,AN,AUTS2,Achalasia,6p25.1,,45,M,45,45,100,Marguerite Taliaferro
Beatrice Brice,7645015177821,CC,HEPACAM,Intracranial Berry,18q11.2,,45,F,45,45,100,Suzanna Amar
Maida SpiekerBridget Greenwell,2577321743443,CM,KIF5A,Mutism,HSCHR6_MHC_QBLp21.32,Hydrogen sulfide,45,F,45,45,45,Dominick Bird
Rolande Troncoso,6688053512102,ZA,CISD2,Systemic Lupus Erythematosus,10q24.2,Formaldehyde,45,M,45,45,100,Donnetta Doonan
Imelda Mciver,5453365111506,BJ,GH2,Myocardial Infarction Susceptibility Show all 4,19q13.2,Asphalt fumes,45,F,45,45,100,Pamala Delmont
Sol Loper,1117602545576,CC,IDDM11,Angelman Syndrome,,Methylene chloride,45,F,45,45,100,Trudi Noonan
Ismael Mcfaul,4301808704401,ID,BPIFA4P,Cat-Scratch Disease Junctional Epidermolysis Bullosa,19q13.41,,45,M,45,45,100,Fatima Bucher
Earl Caddell,2871636547463,MN,CREBBP,Branched-Chain Ketoacid Dehydrogenase Kinase Deficiency,12q23.1,Diesel exhaust,45,M,45,45,100,Dominick Bird
Margeret Heims,4487412716347,LI,IGKV1-6,Bardet-Biedl Syndrome,17p13.3,Solvents,45,M,45,45,100,Rico Kyllonen
Wilma Terrones,4023782081743,VU,CHML,Alzheimer Disease-15 Alzheimers Disease,21q22.11,Metals toxic,45,M,45,45,100,Verdell Bulman
Suzann Spafford,7087446662237,NG,AKR1D1,Dopamine Receptor D2,3q26.2-q26.33,,45,M,45,45,100,Maryln Galyean
Wendell Willaims,5546848008751,GA,GEFSP8,Frontonasal Dysplasia 1,14q32.11,,45,F,45,45,100,Kaycee Foye
Kanesha Cramer,8226026621683,IN,CARTPT,4,Xq21.1,Asphalt fumes,45,F,45,45,100,Amparo Hamp
Sharleen Caswell,3644863787654,VE,GC07P072301,Leukemia,2q35,Lead,45,M,45,45,100,Bennie Bolles
Michael Sustaita,7226041860441,RE,BPY2B,Breast Cancer,7p14.3,Beryllium,45,M,45,45,100,Tamika Liss
Noemi Gayles,5118341237206,ID,ABCC6,Chronic Lymphocytic Leukemia,6p21.3-p21.2,,45,M,45,45,100,Cruz Isenhour
Tyron Hakes,5747105032320,AL,ANKFN1,Liver Cancer,HSCHR6_MHC_QBLp21.33,,45,M,45,45,100,Antonetta Osier
Dionne Cook,1302555125754,TO,CENPE,Mucopolysaccharidosis Vi Myeloid Leukemia,12q14.1,,45,F,45,45,100,Rosella Garbett
Demetrice Linzey,2010821402648,SC,ETFA,Familial Infantile Myoclonic Epilepsy Cholera,1p22.1-p13.3,,45,F,45,45,100,Rochell Sandor
Carrie Klenk,3767188867116,NI,HAND2,Spinocerebellar Ataxia Type 17 Neuronal Intranuclear Inclusion Disease,3q13.33,,45,M,45,45,45,Bradford Hugley
Maisie Matinez,8580744382726,IS,KRTAP11-1,Deafness Onychodystrophy Osteodystrophy And Mental Retardation Syndrome,3p22.3,Beryllium,45,M,45,45,100,Bess Musil
Cary Wenrich,3271625222552,VA,DNAJC19,Breast Cancer,17p13.1,Methylene chloride,45,M,45,45,100,Lavonne Rosebrook
Georgann Picard,0388744638434,TZ,CDH16,X-Linked Sideroblastic Anemia With Ataxia,11q23.3,,45,M,45,45,100,Kathey Bolton
Erick Bax,6575277308861,WF,DAND5,Oligoastrocytoma,20p12.3,,45,F,45,45,100,Noemi Gayles
Ellan Klopfenstein,0774522554011,BA,BACE2,Spastic,1p32.3,Diesel exhaust,45,F,45,45,100,Adrianne Krom
Rosella Garbett,3006056206270,SI,C8orf4,Thiolase Deficiency,Xp11.22,Asphalt fumes,45,M,45,45,45,Olympia Carmack
Adriana Nease,3855217157770,NR,HWE2,Trypanosomiasis,2p13.1,Toluene,45,F,45,45,100,Maribel Parras
Margherita Ramsden,4285847783267,FR,CCNO,Staphyloenterotoxemia,1q21.2,Solvents,45,F,45,45,100,Marta Mccammon
Adriana Helt,8166724283616,NA,INSC,Basal Cell Carcinoma 3 Basal Cell Carcinoma,13q12.11,Methylene chloride,45,M,45,45,100,Diamond Verge
Asley RaffaeleRosamaria Leyden,8046126717714,LV,GPBAR1,Neuroblastoma 3,Xp22.31,,45,F,45,45,100,Lezlie Anderton
Inga Harte,8706382243386,TM,H19,Asthma,,Lead,45,F,45,45,45,Francie Harewood
Debroah Ellzey,8334182100442,FK,DVL3,Anorexia Nervosa 1 Anorexia Nervosa,10q22.1,Diesel exhaust,45,M,45,45,100,Ayana Krupa
Jack Ruston,8754228408841,RS,C12orf57,Acute Stress Disorder,22q12.2,Methylene chloride,45,M,45,45,100,Genaro Stang
Ismael Mcfaul,6733770147408,MO,ITIH4,Anal Sphincter Dysplasia,4q35.2,,45,M,45,45,100,Dusti Molinari
Lori Mose,6457447748153,JP,ADCY7,Adenine Phosphoribosyltransferase Deficiency,2q37.3,Methylene chloride,45,M,45,45,100,Detra Melanson
Prudence Mccorvey,4010216351334,RW,FBLN5,Squamous Papillomatosis Trigonitis,8q24.21,Metals toxic,45,F,45,45,45,Kim Dang
Annmarie Sublett,0251268812001,DE,KCNB1,Bloom Syndrome,11q23.3,,45,M,45,45,100,Layne Swearngin
Aleida Sylvain,2866623335835,DK,KCNK3,3 Methylglutaconic Aciduria Type I Leigh-Like Syndrome,12p11.23,,45,F,45,45,100,Georgetta Chynoweth
Naida Gosney,4212223336664,AU,IFNAR2,Demyelinating Polyneuropathy,1q32.2,,45,M,45,45,45,Bobbi Wilmes
Liza Aubin,3643532188317,GR,CSPG4,Acropectoral Syndrome,16p13.3,,45,F,45,45,100,Barton Snipes
Jeffie Feltmann,2442786517455,KY,FBXO31,Bbs1-Related Bardet-Biedl Syndrome,12q24.2-q24.3,13-Butadiene,45,F,45,45,100,Josefine Villeneuve
Bradford Hugley,7672326453407,FJ,IDDM23,Ciliary Dyskinesia,9q34.11,,45,F,45,45,100,Larraine Bouska
Elfreda Ryan,1524137740181,AU,KCNJ18,Non-Hodgkin Lymphoma Acute Myeloid Leukemia,10q11.22,Asphalt fumes,45,F,45,45,100,Delmy Squillace
Deb Klar,6217863337766,MR,CDAN1,Fetal Alcohol Syndrome,6p21,,45,M,45,45,100,Cesar Tesar
Jennie Matus,3818382785782,NE,HMX1,Basal Cell Carcinoma 6 Basal Cell Carcinoma,19p13.3,,45,F,45,45,100,Carmine Shanahan
Zoe Upshur,5870055654268,DO,EJM9,Fatty Liver Disease,5q31.1,,45,M,45,45,100,Dominica Eldred
Antonetta Osier,6805810700053,MU,IL1B,Deafness Onychodystrophy Osteodystrophy And Mental Retardation Syndrome,16pter-p13,Asphalt fumes,45,M,45,45,100,Kimiko Beard
Deangelo Vestal,4213868701218,AD,FBXW7,Priapism,3p21.31,Metals toxic,45,M,45,45,100,Ardella Truluck
Maximina Cefalu,2157702632017,AW,HAPLN1,Mucopolysaccharidosis Type 6,3p25.1,,45,F,45,45,100,Ebony Cobbs
Wilson Peaslee,5201523745211,GR,DFNB81,Mitochondrial Dna Depletion Syndrome 7,9q34.11,Toluene,45,M,45,45,100,Roberto Mangum
Paulene Vandervoort,7818666160650,KI,CELIAC11,Uterine Corpus Cancer,9q34.3,Lead,45,M,45,45,100,Ismael Mcfaul
Franchesca Ramer,4852804866036,PW,DLST,Type 2 Diabetes Mellitus,11q13.4,Toluene,45,F,45,45,100,Almeda Shoults
Thora Krikorian,0612883651537,SG,CENPJ,Anisometropia Amblyopia,10p14-p13,Beryllium,45,M,45,45,100,Michael Sustaita
Bernardine Stansfield,3857206456158,BE,IGLV1-51,Pancreatic Cancer,6p23-p22.3,Asphalt fumes,45,M,45,45,100,Garfield Tooker
Carter Bergman,8122603125820,LR,CLDN8,Asperger Syndrome Susceptibility 4,19p13.11,,45,F,45,45,100,Chandra Belgrave
Tula Hanzlik,7242113738537,AS,COX15,Dystonia 12,1p13.2,,45,F,45,45,100,Nicki Nevers
Skye Verdin,3256042860170,MT,KRT84,Breast And Colorectal Cancer,12p12.2-p11.2,Asphalt fumes,45,F,45,45,100,Carter Bergman
Misha Schindler,3565873808108,LU,HIRA,Composite Lymphoma,11q12.3,,45,M,45,45,45,Felicia Macken
Roxane Digby,1468047208724,JM,CLPP,Benign Paroxysmal Positional Nystagmus,6p21,,45,M,45,45,100,Byron Balke
Afton Calnan,2717620081417,CR,AASTH52,Cutaneous Lupus Erythematosus,13q22.3,,45,F,45,45,45,Abigail Hazan
Lezlie Anderton,0245524037410,NE,ETNPPL,Meckel Syndrome 1,17q25.1,,45,F,45,45,100,Byron Balke
Shana Mayoral,3845262780073,BA,FRG1,Intracranial Berry,1q22,Lead,45,M,45,45,100,Willis Toone
Wyatt Lavery,4722147004318,TK,HNF1A,Type 2 Diabetes Mellitus,17q21.2,,45,F,45,45,100,Beatrice Brice
Lauryn Deputy,4384066155843,SA,DFNA5,Burkitts Lymphoma Supravalvular Aortic Stenosis,12q24.31,,45,F,45,45,100,Deadra Yao
Dominica Eldred,0002763821235,BO,FOXD3,Angelman Syndrome,5q31.3,Asphalt fumes,45,M,45,45,100,Iesha Mcmahon
Glenna Schrimsher,7725443481226,OM,AURKC,Ehlers-Danlos Syndrome Dermatosparaxis Type Anosognosia,11q13.4,Methylene chloride,45,M,45,45,100,Theresia Mungo
Cathleen Wilmoth,1680085581363,BN,GCK,Hydrarthrosis,2p23.3,Asphalt fumes,45,M,45,45,100,Claire Urias
Rolf Kind,0543557866441,IR,HIRA,Acetyl-Coa Carboxylase Deficiency,17q21.32,,45,F,45,45,100,Zane Mellin
Dinorah Mickey,6166183606768,AX,IBD8,Hypoactive Sexual Desire Disorder,8q22.1,,45,F,45,45,100,Otelia Vreeland
Wyatt Lavery,7444252638012,TR,HTX3,Erythrocytosis Due To Bisphosphoglycerate Mutase Deficiency,4q12-q13.1,,45,M,45,45,100,Stephan Saleh
Fidel Breitenbach,6321842545085,GA,KIAA1109,Hard Palate Cancer De Hauwere Syndrome,19p13.2,Beryllium,45,F,45,45,100,Mauro Aliff
Leland Catalan,1305218126366,BH,CCL13,Basal Cell Carcinoma 4 Basal Cell Carcinoma,22q13.1,Diesel exhaust,45,M,45,45,100,Newton Fiscus
Nakia Amaro,8341067056778,GR,ISG20,Acute Myeloid Leukemia,8q24.13,,45,M,45,45,100,Violeta Allsup
Luna Oloughlin,6347745435226,IS,GRD1,Autism Susceptibility 3,Xq28,,45,F,45,45,100,Earlie Friar
Isabelle Gramling,8510408088040,JM,DEL19P13.13,Angelman Syndrome Prader-Willi Syndrome,17p13.1,Formaldehyde,45,F,45,45,100,Roscoe Castille
Felicia Macken,3105127604408,MK,CHD7,Breast Cancer Differentiating Neuroblastoma,8p11.21,Beryllium,45,F,45,45,100,Felecia Violette
Maida SpiekerBridget Greenwell,4582362815767,DO,DYT7,Hailey-Hailey Disease,12q13.2,Chromium,45,M,45,45,100,Selene Mcgavock
Douglas Mcelyea,3212155614736,PE,ELF4,Wiskott-Aldrich Syndrome,17q21.31,,45,F,45,45,100,Al Brabham
Donald Silvia,5318572634674,FM,ISPD,Anisometropia Amblyopia,12p13.31,,45,F,45,45,45,Lilla Schreffler
Lashunda Porta,5700155572150,JO,LGALS3,Breast Cancer Venezuelan Equine Encephalitis,17q21,Beryllium,45,F,45,45,100,Roscoe Castille
Rosa Gish,6767428356025,VE,GPC2,Multiple Myeloma,10q23.31,,45,M,45,45,100,Venice Lakey
Tristan Pannone,3137675035816,BY,HYT7,Neuroblastoma,7q36.3,Methylene chloride,45,M,45,45,100,Alfonso Widmer
Talitha Machado,4300427515210,VC,LEPREL4,Whim Syndrome,20p11.22,Toluene,45,F,45,45,100,Francina Fresquez
Lavonne Rosebrook,6715460214065,IM,DOCK7,Smallpox,12q24.22,,45,M,45,45,100,Mitchel Lemley
Moshe Rames,6423815844164,ST,IRAK3,Vaccinia,9p21.3,,45,F,45,45,100,Louetta Bonds
Deangelo Vestal,3037078728227,TH,EPPS,Neurosarcoidosis1,8q21.3,Solvents,45,F,45,45,100,Clarine Crites
Suzann Spafford,6644863238337,AM,EXTL2,Nasopharynx Carcinoma,3pter-p25,,45,M,45,45,100,Elton Fisch
Herb Leland,1084645854676,MP,CACNA1E,Adult Respiratory Distress Syndrome,16q22.1,Arsenic,45,F,45,45,100,Francina Fresquez
Carrie Klenk,4765052458572,TW,IGBP1,Biotin Deficiency,9p22-p21,Lead,45,M,45,45,100,Aja Deane
Jeffie Feltmann,4442231140034,MH,HSD3B2,Enamel Erosion,4q26,Formaldehyde,45,M,45,45,100,Ebony Cobbs
Tamika Grange,8630285640112,CC,EEC1,Moyamoya Disease - Short Stature - Facial Dysmorphism - Hypergonadotropic Hypogonadism T-Cell Prolymphocytic Leukemia,2q31.1,Arsenic,45,F,45,45,100,Bertram Blumenfeld
Lakiesha Via,2881072464814,TD,AP4S1,Mucopolysaccharidoses,3q22-q24,Formaldehyde,45,M,45,45,45,Zane Mellin
Douglas Mcelyea,8233765163543,VN,BUB3,Histoplasmosis,5q11.2,Solvents,45,M,45,45,100,Detra Melanson
Jeffie Feltmann,8114862387251,SG,C1RL,Colon Cancer,1q23.3,Formaldehyde,45,M,45,45,45,Daina Mcgreevy
Freda Roberts,6474480770801,MN,CD68,Anal Sphincter Dysplasia,12p12.3,,45,M,45,45,100,Ellan Klopfenstein
Carletta Houde,0500388341006,SH,DAZ1,13,19q13.2,Lead,45,M,45,45,100,Maida SpiekerBridget Greenwell
Kathaleen Soderquist,4253072111638,CR,KRTAP17-1,3 Aneurysm,5q13.3,Arsenic,45,F,45,45,45,Estela Stricker
Kenyetta Jungers,5440280772628,CA,C15orf41,Type 2 Diabetes Mellitus,22q11.21,Diesel exhaust,45,M,45,45,100,Miss Parra
Denisha Snelgrove,1603036376486,CO,HOXB7,3 Methylglutaconic Aciduria Type I Leigh-Like Syndrome,3p25.3,,45,M,45,45,100,Alfonso Widmer
Marielle Pietrowski,5030737126450,TC,ALG6,Primary,13q22.3,,45,F,45,45,100,Joe Periera
Wilson Peaslee,2215570368675,BB,CACNG8,Colon Cancer,7q36.1,Formaldehyde,45,M,45,45,45,Lexie Gillins
Luna Oloughlin,1754112558845,MP,DDX1,Alzheimer Disease 12 Alzheimers Disease,1q21.3,Solvents,45,F,45,45,100,Lavada Lindstrom
Nu Clifford,0407882440158,TK,KCNJ9,Coffin-Lowry Syndrome,19q13.33,Beryllium,45,F,45,45,100,Orville Stainback
Gena Wooding,7210116774231,LA,GDF2,Clear Cell Renal Cell Carcinoma,13q21.33,13-Butadiene,45,F,45,45,100,Alejandra Walkes
Cordie Frederic,2318680006057,MY,ADD2,Aldh18A1-Related Cutis Laxa,Xp11.23,,45,F,45,45,45,Cesar Tesar
Luanne Creamer,4156736726314,PM,ALS7,Intrahepatic Cholangiocarcinoma,1p36.33,,45,F,45,45,100,Janey Hayslip
Francie Harewood,1134815037844,DE,ENSG00000225141,Alzheimers Disease,7p12.2,13-Butadiene,45,F,45,45,100,Suzanna Amar
Thresa Strey,7555405823737,MP,ENSG00000206468,Asthma,22q11.21,,45,F,45,45,45,Maximina Cefalu
Noelle Goley,4058561470532,KM,ATXN3,Hepatitis C Virus Hepatitis,1p34.2,Chromium,45,M,45,45,100,Melita Clark
Janelle Muhammad,8171235281746,AX,ACY3,Pyridoxine-Dependent Epilepsy Cortical Blindness,13q12.2,Hydrogen sulfide,45,M,45,45,100,Annmarie Mcnelly
Rafael Alderson,0323840180027,GE,GC06M011196,Spinocerebellar Ataxia,11q13.1,Arsenic,45,M,45,45,100,Elfreda Ryan
Joellen Viloria,2883315366271,PH,CHTF8,Limbic Encephalitis,10q26.3,Hydrogen sulfide,45,M,45,45,100,Leonila Verrier
Julissa Copeland,8707483001346,CU,DNM1L,Maple Syrup Urine Disease Type 1B,Xq28,,45,M,45,45,45,Earlie Friar
Nancey Hieb,0231156444717,EE,ARC,2-Methylbutyryl-Coa Dehydrogenase Deficiency Isovaleric Acidemia,5p12,,45,M,45,45,100,Angelyn Romito
Jamison Murden,2144211327572,PH,FSTL1,Colorectal Cancer,6p21.2,Solvents,45,F,45,45,45,Audra Spore
Kristopher Tingley,0877372887467,TF,CALML5,Nephrogenic Diabetes Insipidus,3q28,,45,F,45,45,100,Yuko Tapia
Inell Dillman,2450655025556,AX,FBXO11,Colorectal Cancer,3p14.3,,45,M,45,45,100,Trudi Noonan
Newton Fiscus,7828708156884,CU,KRT6B,Cytochrome-C Oxidase Deficiency Disease,4q13.3,Diesel exhaust,45,M,45,45,100,Foster Hickox
Palmer Blow,8364335378583,MU,EPS15,Moyamoya Disease - Short Stature - Facial Dysmorphism - Hypergonadotropic Hypogonadism T-Cell Prolymphocytic Leukemia,11p15.5,,45,F,45,45,100,Aleida Sylvain
Annmarie Sublett,5552002510880,CI,GJA1,Acute Non Lymphoblastic Leukemia,11q14.3,,45,F,45,45,100,Faustino Coury
Jacquelynn Rosendahl,0146583307578,CC,CYC1,Alzheimer Disease-15 Alzheimers Disease,7q21.2,Formaldehyde,45,F,45,45,45,Julianna Brownson
Luna Oloughlin,7018014642771,CI,KIF22,Idiopathic Pulmonary Fibrosis,19p13.3,Methylene chloride,45,M,45,45,45,Reinaldo Ye
Lashawnda Reaux,7788804384806,SG,ATP5G2,Platelet Storage Pool Deficiency Show all 4,5q33.3,Metals toxic,45,M,45,45,100,Inell Dillman
Skye Verdin,7235561082870,LY,BCL6,Morbid Obesity Polyhydramnios,3q25.1,Arsenic,45,M,45,45,100,Alanna Blanton
Emelina Kappler,3774661314337,MW,DNAJC28,Polyhydramnios Oligohydramnios,3p,,45,M,45,45,100,Arminda Travers
Felicia Macken,0735863756351,KR,BAG3,Rheumatoid Arthritis,7q31.31,,45,F,45,45,100,Cassi Camacho
Trudi Noonan,3308506287745,SK,GRIK3,Barrett Esophagus/esophageal Adenocarcinoma Adenocarcinoma,2q37.1,,45,M,45,45,100,Beatriz Ranger
Gia Hodak,5401677215072,HM,CCL3L1,Hypersomnia,15q12,,45,F,45,45,100,Kaycee Foye
Constance Massengale,5001100225206,AZ,AKR1A1,Adenoma,12p13.2,Toluene,45,M,45,45,100,Rolande Troncoso
Elisha ModlinKathleen Lavoie,1338807255552,MR,AASTH41,Endolymphatic Hydrops,8q22.1,Metals toxic,45,F,45,45,100,Bernadine Leis
Darci Pleas,2044675000112,ES,BCKDK,Type Ip Congenital Disorder Of Glycosylation,10p11.21,,45,M,45,45,100,Talitha Machado
Chelsea Pietsch,1117520147538,BG,CD69,Myokymia,3q28,,45,F,45,45,100,Marcelene Dials
Ayana Krupa,3744475542721,GA,HPT,Gonorrhea Genital Herpes,12q13.2,Arsenic,45,M,45,45,100,Dianna Bolen
Beatriz Ranger,8708586287007,CW,GCDH,Relapsing Fever,3p26,,45,M,45,45,100,Genaro Stang
Gia Hodak,2700143862888,JM,AFF1,Adenoma,4p16-q34,Beryllium,45,F,45,45,100,Morton Salazar
Lucie Farnsworth,5340433476057,NC,FCP1,Myopathy,15q14,Formaldehyde,45,M,45,45,45,Pamila Campfield
Gena Wooding,5316262241225,PN,EPHB2,Ataxia Show all 4,10q22.1,Chromium,45,F,45,45,100,Kitty Tempel
Al Hardaway,2474227356021,CI,GJD2,Beta-2-Adrenoreceptor Agonist,8q22.1,,45,F,45,45,100,Luanne Turk
Corinne Garzon,6162873833005,HN,FGFBP2,Erythropoietic Protoporphyria Pancreatic Cancer,6p12.2,Methylene chloride,45,M,45,45,45,Isabelle Gramling
Garfield Tooker,4516426653635,YE,EJM3,Gingival Fibromatosis With Hypertrichosis,5p15.2,Chromium,45,M,45,45,45,Bryant Kujawa
Skye Verdin,6081411184787,IO,CCL3L1,Nor Polyagglutination Syndrome,19q13.11,Asphalt fumes,45,M,45,45,100,Audra Spore
Simone Schumacher,8018578284820,CY,DLGAP1,Male Infertility Infertility,HSCHR6_MHC_COXp21.32,Lead,45,M,45,45,45,Jennell Cupit
Rodger Luongo,0665635704581,CK,EIF3FP3,Oculocutaneous Albinism Type 4 Melanoma,10q25.2,,45,F,45,45,100,Alejandra Walkes
Genna Worster,2472610760087,QA,HTR3E,Mantle Cell Lymphoma,2p22.1,Formaldehyde,45,M,45,45,100,Stefani Bachicha 
Margene Jung,2522386608783,TR,GNAQ,Vitelliform Macular Dystrophy,1p33,Beryllium,45,M,45,45,100,Jodie Graves
Val Cusic,3764126375082,TG,GNPDA2,Breast And Colorectal Cancer,19q13.12,Diesel exhaust,45,M,45,45,45,Newton Fiscus
Darci Pleas,2067816037601,SG,ESR2,Focal Segmental Glomerulosclerosis,6p21.33,,45,M,45,45,100,Antonetta Osier
Herb Leland,8482305688107,KG,L2HGDH,Autism Susceptibility 1,7q32.1,,45,M,45,45,100,Lynn Caminiti
Marguerite Taliaferro,6516206237352,GH,GFI1B,Dyscalculia,1q21.1,Methylene chloride,45,F,45,45,100,Isabelle Wassink
Maryln Galyean,8325153443257,JE,FCGR3B,Microphthalmia Syndromic 4,17q25.1,Methylene chloride,45,F,45,45,100,Jesenia Elsasser
Al Hardaway,5042076023274,CC,KPNB1,Asperger Syndrome Susceptibility 4,2q31.1,,45,F,45,45,100,Mariette Zeolla
Al Agnew,0126507467361,BQ,BRMS1LBRS3,Multifocal Choroiditis,19q13.42,,45,F,45,45,100,Evelin Geer
Hayley Pickrell,7483026650834,SZ,COL6A1,Thyrotoxic Periodic Paralysis Megalencephalic Leukoencephalopathy With Subcortical Cysts,6p21.32,,45,M,45,45,100,Cordie Zirkind
Thora Muncie,1031104711667,BJ,ERVK-10,Hermansky-Pudlak Syndrome 9,10p11.23-q21.1,Arsenic,45,M,45,45,100,Elin Lemieux
Anjelica Danford,4537837345433,TV,EDSS2,Breast Cancer Susceptibility,16q21,Formaldehyde,45,M,45,45,100,Willis Toone
Magda Edmund,2667328070672,EH,AMN,Acute Insulin Response Hyperglycemia,5q31-q33,,45,M,45,45,100,Layne Swearngin
Viviana Millner,2851843741365,GA,CCDC19,Occipital Horn Syndrome,8q24.21,,45,M,45,45,100,Kathaleen Soderquist
Lynn Caminiti,8777735503253,UY,EBI3,Paralytic Ileus,11q23.1,Hydrogen sulfide,45,M,45,45,100,Lavonne Rosebrook
Dannielle Heffley,4132818012171,PL,ERF,Blepharitis,2p24,,45,F,45,45,100,Ilona Alegria
Kenyetta Jungers,8815562565266,CF,ENSG00000229006,Hepatocellular Carcinoma,14q32.2,,45,M,45,45,100,Indira Cashin
Asley RaffaeleRosamaria Leyden,0268884830247,KE,GOT2,Ornithosis,8p21.3,Metals toxic,45,F,45,45,45,Ann Bober
Daina Mcgreevy,7660533163136,VE,EEC1,Asthma,19q13.12,Hydrogen sulfide,45,F,45,45,45,Pamila Campfield
Palmer Blow,6751261701657,BJ,ENSG00000223493,Nephropathic Cystinosis,Y,Beryllium,45,F,45,45,100,Lilla Schreffler
Joe Periera,1601557446375,CW,FREM1,Portal Hypertension,1q24.2,,45,M,45,45,100,Moshe Rames
Roxana Monier,7631822633577,MT,ANPEP,Neuroblastoma,13q34,Asphalt fumes,45,M,45,45,100,Roberto Mangum
Leena Harm,7847063801881,SB,GIMAP1,Paranasal Sinus Disease,1q24.2,,45,F,45,45,100,Deb Klar
Delorse Holquin,7041314664350,AD,CMA1,L1 Syndrome,2p13.1,,45,F,45,45,100,Honey Mcarthur
Lavada Lindstrom,8257385045743,AO,CBFB,Bardet-Biedl Syndrome 7,8q12.1,,45,M,45,45,100,Florencio Poudrier
Suzann Spafford,5332576212065,LT,CD5,Mutism,19p13.3,Chromium,45,F,45,45,100,Estell Hirt
Jacquelynn Rosendahl,7480687208677,DZ,GTF2H2,Esophageal Squamous Cell Carcinoma,4q24-q28,,45,M,45,45,100,Aliza Pauli
Jill Hinesley,2166378620364,TF,CLCN1,Corneal Dystrophy,Xq28,,45,F,45,45,100,Monroe Dewall
Vada GlickErma Rybak,5064883144002,NR,CELIAC6,Spindle Cell Hemangioma,7q32.1,Solvents,45,M,45,45,100,Mariette Zeolla
Vada GlickErma Rybak,1574464300288,PL,AMLCR2,Asphyxiating Thoracic Dystrophy,3q11.1,Metals toxic,45,F,45,45,100,Fonda Millington
Chrystal Steenbergen,4127674371468,CA,DNAJB2,Prion Disease,10q,,45,M,45,45,45,Anjelica Danford
Garfield Kaspar,3136248622157,IN,DND1,Pemphigus Keratosis Follicularis,13q34,Lead,45,M,45,45,100,Josephine Bunner
Isabelle Gramling,6850125745176,LY,CHST8,Asphyxia Neonatorum,11q14-q22,,45,F,45,45,45,Maryln Galyean
Simone Schumacher,4685821502512,CZ,IL22RA2,Autoimmune Thyroid Disease 1,Xq26.3,Solvents,45,M,45,45,45,Zora Estes
Jenni Ruple,7117385216768,NP,ESRRG,Gonorrhea Genital Herpes,5q31.1,,45,M,45,45,100,Melina Botts
Zelda Hadaway,4212405057716,MN,GLIPR1,Mucopolysaccharidosis Vi Myeloid Leukemia,3q13.2,Toluene,45,F,45,45,100,Una Castiglione
Tiffany Wanamaker,5602484857542,DM,CSMD2,Sporadic Breast Cancer,7p21.1,Lead,45,F,45,45,100,Vikki Lamere
Iesha Mcmahon,1745348511185,SH,ERV3-1,Combined Malonic And Methylmalonic Aciduria Methylmalonic Acidemia,5q31.3,Chromium,45,M,45,45,100,Noelle Goley
Iesha Mcmahon,7620876575334,TN,LAMB2,Epididymitis,11p15.5,,45,F,45,45,100,Thora Krikorian
Elmo Quaranta,5080500866212,HN,CLNK,Keratoconus,19q13.33,,45,M,45,45,100,Michael Sustaita
Alejandra Walkes,6401168287412,BS,KALRN,Infantile Onset Spinocerebellar Ataxia Spinocerebellar Ataxia Type 8,7q31.31,Methylene chloride,45,M,45,45,100,Mindy Ringdahl
Inez Huggins,8261521088207,LC,GPR68,Actn2-Related Dilated Cardiomyopathy,2q22.1,,45,F,45,45,100,Claire Urias
Damion Spang,5527208778862,GF,DAZAP1,Muir-Torre Syndrome,22q11.2,,45,F,45,45,100,Reinaldo Ye
Stanton Carlyle,4155316045737,MK,HSPB2,Philadelphia Chromosome-Positive,9q34.1,,45,M,45,45,100,Kendall Schutt
Sharen Baran,8741274104230,TO,EDC4,Polycystic Ovary Syndrome,7q34,,45,M,45,45,100,Foster Hickox
Owen Seidman,7021810848600,DK,IMPG1,Fasting Hypoglycemia,2q31.1,,45,M,45,45,100,Courtney Capozzoli
Donald Silvia,4720604372210,ER,AIF1,Angelman Syndrome Prader-Willi Syndrome,11q23.2,Beryllium,45,M,45,45,100,Terrence Poulson
Darci Pleas,1783470651562,SL,EGF,Acute Myeloid Leukemia,1q24.2,Metals toxic,45,F,45,45,100,Kallie Hedge
Gwen Chiou,1467483071371,PS,ISM1,Sitosterolemia Autosomal Recessive Nonsyndromic Deafness,9q34.12,Methylene chloride,45,F,45,45,100,Deb Bisbee
Iva Hovis,8514760728108,AF,APPL1,Bardet-Biedl Syndrome,17q21.2,13-Butadiene,45,M,45,45,45,Brianna Keltz
Ninfa Jeon,8721443842628,BE,ENSG00000237825,Multiple Carboxylase Deficiency,19q13.2,Methylene chloride,45,M,45,45,100,Lyn Vansant
Jacquiline Brite,2280823831420,SM,AURKB,11,10q21.3,Beryllium,45,F,45,45,100,Dominick Bird
Almeda Shoults,1363646237331,TW,DACT1,Neuroblastoma 3,6p24.3,Asphalt fumes,45,F,45,45,100,Leigha Donnell
Cathleen Wilmoth,2771362554111,VG,CHRNE,Lesch-Nyhan Syndrome,8q24.3,Metals toxic,45,F,45,45,100,Al Brabham
Portia Frausto,2342782484206,BR,FGFR1,Multiple Sclerosis Psoriasis,6p21.33,,45,M,45,45,100,Dannielle Heffley
